"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"ICP tier (sync from company)","icp_tier__from_associated_company_","enumeration","","company_properties","false","ICP 1 — Mega-church / Church Media Ministries / Parachurch; ICP 2 — Media Ministries & Faith-based Shows; ICP 3 — Growth-Stage, Digital-Forward Churches; IPP — Agency/Network Multipliers","true","false","true","false","false","false","Nay Luchetti","Dataset (6); Sales view (9); Properties list card (2); Properties v3 card (2)","40.13%","1/29/26 11:40 AM CST","HubSpot Calculation"
"Lead Pipeline Stage (sync from lead)","lead_pipeline_stage","enumeration","This property transfers information from the Lead Pipeline Stage to the Contact.","company_properties","false","","true","false","true","true","false","false","Nay Luchetti","Inbounddb lists (5); Automation platform flow (1); Report (5); Dataset (3); Sales view (48); Properties list card (1); Properties v3 card (3)","4.73%","1/29/26 11:41 AM CST","HubSpot Calculation"
"Ministry Website URL (Lead Ads)","ministry_website_url","string","Lead Ad Properties","company_properties","true","","false","false","false","false","false","false","Unknown user","Form (5); Automation platform flow (1)","79.12%","1/29/26 12:00 AM CST","Workflow"
"Most recently created company record ID","most_recently_created_company_record_id","number","","company_properties","false","","true","false","true","false","false","false","Nay Luchetti","Flow action (1)","92.71%","1/29/26 11:40 AM CST","HubSpot Calculation"
"Onboarding Project Stage","onboarding_project_stage","enumeration","","company_properties","false","","true","false","true","true","false","false","Nay Luchetti","","0.09%","1/27/26 12:56 PM CST","HubSpot Calculation"
"Primary Challenge (From Associated Company)","primary_challenge__from_associated_company_","enumeration","Indicates whether our offers solve a problem. Qualification forms may ask about the leads' primary challenge.","company_properties","false","Limited reach beyond the local congregation; Manual content distribution is taking too much time; Lack of audience insights and analytics; Difficulty monetizing digital content; Need better donor engagement tools; Want to reach a younger/global audience","true","false","true","false","false","false","Nay Luchetti","Dataset (3); Sales view (8)","0.24%","1/28/26 11:14 AM CST","HubSpot Calculation"
"Company LinkedIn URL (From Associated Company)","primary_company_linkedin_url","string","","company_properties","false","","true","false","true","false","false","false","Nay Luchetti","Sales view (10); Properties v3 card (2)","71.13%","1/29/26 11:40 AM CST","HubSpot Calculation"
"Primary Company Record ID","primary_company_record_id","number","","company_properties","false","","true","false","true","false","false","false","Nay Luchetti","Dataset (2)","92.71%","1/29/26 11:40 AM CST","HubSpot Calculation"
"Timeline for a solution (From Associated Company)","timeline_for_a_solution__from_associated_company_","enumeration","Indicates whether the prospect is ready to purchase what we offer.
The qualification forms may inquire about the timeframe for the solution.","company_properties","false","1-3 months; 3-6 months; 6+ months; Just researching","true","false","true","false","false","false","Nay Luchetti","Dataset (3); Sales view (4)","0.25%","1/28/26 11:14 AM CST","HubSpot Calculation"
"Website URL","website","string","The contact's company website","company_properties","true","","false","true","false","false","false","true","HubSpot","Form (7); Automation platform flow (2); Report (4); Sales view (63); Properties list card (1); Properties v3 card (3)","76.45%","1/29/26 12:00 AM CST","Workflow"
"GPS Error","hs_gps_error","string","Specifies any errors that may have occurred while geocoding a contact.","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0.09%","1/28/26 9:33 AM CST","HubSpot Processing"
"Latitude","hs_latitude","number","A contact's latitude","contactinformation","false","","true","true","false","false","false","true","HubSpot","","63.15%","1/29/26 12:28 PM CST","HubSpot Processing"
"Longitude","hs_longitude","number","A contact's longitude","contactinformation","false","","true","true","false","false","false","true","HubSpot","","63.15%","1/29/26 12:28 PM CST","HubSpot Processing"
"No - Not Attending","no__not_attending","enumeration","","contactinformation","true","Yes (true); No (false)","false","false","false","false","false","false","Nay Luchetti","Form (1)","0%","1/27/26 2:50 PM CST","Forms"
"Cumulative time in ""Customer (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_customer","number","The cumulative time in seconds spent by the contact in the 'Customer' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","","1.04%","1/28/26 11:14 AM CST","HubSpot Calculation"
"Cumulative time in ""Lead (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_lead","number","The cumulative time in seconds spent by the contact in the 'Lead' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","","61.14%","1/29/26 11:20 AM CST","HubSpot Calculation"
"Cumulative time in ""Marketing Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_marketingqualifiedlead","number","The cumulative time in seconds spent by the contact in the 'Marketing Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","","21.17%","1/28/26 12:50 PM CST","HubSpot Calculation"
"Cumulative time in ""Opportunity (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_opportunity","number","The cumulative time in seconds spent by the contact in the 'Opportunity' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","","20.62%","1/28/26 12:50 PM CST","HubSpot Calculation"
"Cumulative time in ""Other (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_other","number","The cumulative time in seconds spent by the contact in the 'Other' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","","0.16%","1/26/26 10:51 AM CST","Record Merge"
"Cumulative time in ""Sales Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_salesqualifiedlead","number","The cumulative time in seconds spent by the contact in the 'Sales Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","","1.41%","1/28/26 12:51 PM CST","HubSpot Calculation"
"Cumulative time in ""Subscriber (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_subscriber","number","The cumulative time in seconds spent by the contact in the 'Subscriber' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","","32.64%","1/28/26 12:33 PM CST","HubSpot Calculation"
"Date entered ""Churned (Lifecycle Stage Pipeline)""","hs_v2_date_entered_161283380","datetime","The date and time when the contact entered the 'Churned' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Report (1); Sales view (1)","0.85%","1/28/26 11:14 AM CST","HubSpot Calculation"
"Date entered ""Customer (Lifecycle Stage Pipeline)""","hs_v2_date_entered_customer","datetime","The date and time when the contact entered the 'Customer' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Calculated property (6); Report (1); Sales view (1)","3.54%","1/28/26 11:13 AM CST","HubSpot Calculation"
"Date entered ""Lead (Lifecycle Stage Pipeline)""","hs_v2_date_entered_lead","datetime","The date and time when the contact entered the 'Lead' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Calculated property (1); Report (1); Sales view (3)","87.41%","1/28/26 7:07 PM CST","HubSpot Calculation"
"Date entered ""Marketing Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_date_entered_marketingqualifiedlead","datetime","The date and time when the contact entered the 'Marketing Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Calculated property (1); Report (1); Sales view (1)","25.12%","1/29/26 11:40 AM CST","HubSpot Calculation"
"Date entered ""Opportunity (Lifecycle Stage Pipeline)""","hs_v2_date_entered_opportunity","datetime","The date and time when the contact entered the 'Opportunity' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Calculated property (1); Report (1); Sales view (1)","24.71%","1/29/26 10:45 AM CST","HubSpot Calculation"
"Date entered ""Other (Lifecycle Stage Pipeline)""","hs_v2_date_entered_other","datetime","The date and time when the contact entered the 'Other' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Report (1); Sales view (1)","0.56%","1/28/26 12:51 PM CST","HubSpot Calculation"
"Date entered ""Sales Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_date_entered_salesqualifiedlead","datetime","The date and time when the contact entered the 'Sales Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Calculated property (1); Report (1); Sales view (1)","6.5%","1/28/26 5:15 PM CST","HubSpot Calculation"
"Date entered ""Subscriber (Lifecycle Stage Pipeline)""","hs_v2_date_entered_subscriber","datetime","The date and time when the contact entered the 'Subscriber' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","Calculated property (1); Report (1); Sales view (1)","34.86%","1/28/26 12:32 PM CST","HubSpot Calculation"
"Date exited ""Churned (Lifecycle Stage Pipeline)""","hs_v2_date_exited_161283380","datetime","The date and time when the contact exited the 'Churned' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","","0.04%","1/20/26 2:35 PM CST","HubSpot Calculation"
"Date exited ""Customer (Lifecycle Stage Pipeline)""","hs_v2_date_exited_customer","datetime","The date and time when the contact exited the 'Customer' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","","1.01%","1/28/26 11:14 AM CST","HubSpot Calculation"
"Date exited ""Lead (Lifecycle Stage Pipeline)""","hs_v2_date_exited_lead","datetime","The date and time when the contact exited the 'Lead' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","","61.1%","1/29/26 11:20 AM CST","HubSpot Calculation"
"Date exited ""Marketing Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_date_exited_marketingqualifiedlead","datetime","The date and time when the contact exited the 'Marketing Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","","21.13%","1/28/26 12:50 PM CST","HubSpot Calculation"
"Date exited ""Opportunity (Lifecycle Stage Pipeline)""","hs_v2_date_exited_opportunity","datetime","The date and time when the contact exited the 'Opportunity' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","","20.55%","1/28/26 12:50 PM CST","HubSpot Calculation"
"Date exited ""Other (Lifecycle Stage Pipeline)""","hs_v2_date_exited_other","datetime","The date and time when the contact exited the 'Other' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","","0.15%","1/20/26 2:35 PM CST","HubSpot Calculation"
"Date exited ""Sales Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_date_exited_salesqualifiedlead","datetime","The date and time when the contact exited the 'Sales Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","","1.4%","1/28/26 12:51 PM CST","HubSpot Calculation"
"Date exited ""Subscriber (Lifecycle Stage Pipeline)""","hs_v2_date_exited_subscriber","datetime","The date and time when the contact exited the 'Subscriber' stage, 'Lifecycle Stage Pipeline' pipeline","contactlcs","false","","true","true","false","false","false","true","HubSpot","","32.64%","1/28/26 12:33 PM CST","HubSpot Calculation"
"Latest time in ""Churned (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_161283380","number","The total time in seconds spent by the contact in the 'Churned' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","contactlcs","false","","true","true","false","false","false","true","HubSpot","","0.04%","1/20/26 2:35 PM CST","HubSpot Calculation"
"Latest time in ""Customer (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_customer","number","The total time in seconds spent by the contact in the 'Customer' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","contactlcs","false","","true","true","false","false","false","true","HubSpot","","1.01%","1/28/26 11:14 AM CST","HubSpot Calculation"
"Latest time in ""Lead (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_lead","number","The total time in seconds spent by the contact in the 'Lead' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","contactlcs","false","","true","true","false","false","false","true","HubSpot","","61.1%","1/29/26 11:20 AM CST","HubSpot Calculation"
"Latest time in ""Marketing Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_marketingqualifiedlead","number","The total time in seconds spent by the contact in the 'Marketing Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","contactlcs","false","","true","true","false","false","false","true","HubSpot","","21.13%","1/28/26 12:50 PM CST","HubSpot Calculation"
"Latest time in ""Opportunity (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_opportunity","number","The total time in seconds spent by the contact in the 'Opportunity' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","contactlcs","false","","true","true","false","false","false","true","HubSpot","","20.55%","1/28/26 12:50 PM CST","HubSpot Calculation"
"Latest time in ""Other (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_other","number","The total time in seconds spent by the contact in the 'Other' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","contactlcs","false","","true","true","false","false","false","true","HubSpot","","0.15%","1/20/26 2:35 PM CST","HubSpot Calculation"
"Latest time in ""Sales Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_salesqualifiedlead","number","The total time in seconds spent by the contact in the 'Sales Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","contactlcs","false","","true","true","false","false","false","true","HubSpot","","1.4%","1/28/26 12:51 PM CST","HubSpot Calculation"
"Latest time in ""Subscriber (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_subscriber","number","The total time in seconds spent by the contact in the 'Subscriber' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","contactlcs","false","","true","true","false","false","false","true","HubSpot","","32.64%","1/28/26 12:33 PM CST","HubSpot Calculation"
"Inferred Language Codes","hs_inferred_language_codes","enumeration","Inferred languages based on location.  ISO 639-1","contactscripted","false","Abkhazian (ab); Afar (aa); Afrikaans (af); Akan (ak); Albanian (sq); Amharic (am); Arabic (ar); Aragonese (an); Armenian (hy); Assamese (as); Avaric (av); Avestan (ae); Aymara (ay); Azerbaijani (az); Bambara (bm); Bashkir (ba); Basque (eu); Belarusian (be); Bengali (bn); Bislama (bi); Bokmål, Norwegian; Norwegian Bokmål (nb); Bosnian (bs); Breton (br); Bulgarian (bg); Burmese (my); Catalan; Valencian (ca); Central Khmer (km); Chamorro (ch); Chechen (ce); Chichewa; Chewa; Nyanja (ny); Chinese (zh); Church Slavic; Old Slavonic; Church Slavonic; Old Bulgarian; Old Church Slavonic (cu); Chuvash (cv); Cornish (kw); Corsican (co); Cree (cr); Croatian (hr); Czech (cs); Danish (da); Divehi; Dhivehi; Maldivian (dv); Dutch; Flemish (nl); Dzongkha (dz); English (en); Esperanto (eo); Estonian (et); Ewe (ee); Faroese (fo); Fijian (fj); Finnish (fi); French (fr); Fulah (ff); Gaelic; Scottish Gaelic (gd); Galician (gl); Ganda (lg); Georgian (ka); German (de); Greek, Modern (1453-) (el); Guarani (gn); Gujarati (gu); Haitian; Haitian Creole (ht); Hausa (ha); Hebrew (he); Herero (hz); Hindi (hi); Hiri Motu (ho); Hungarian (hu); Icelandic (is); Ido (io); Igbo (ig); Indonesian (id); Interlingua (International Auxiliary Language Association) (ia); Interlingue; Occidental (ie); Inuktitut (iu); Inupiaq (ik); Irish (ga); Italian (it); Japanese (ja); Javanese (jv); Kalaallisut; Greenlandic (kl); Kannada (kn); Kanuri (kr); Kashmiri (ks); Kazakh (kk); Kikuyu; Gikuyu (ki); Kinyarwanda (rw); Kirghiz; Kyrgyz (ky); Komi (kv); Kongo (kg); Korean (ko); Kuanyama; Kwanyama (kj); Kurdish (ku); Lao (lo); Latin (la); Latvian (lv); Limburgan; Limburger; Limburgish (li); Lingala (ln); Lithuanian (lt); Luba-Katanga (lu); Luxembourgish; Letzeburgesch (lb); Macedonian (mk); Malagasy (mg); Malay (macrolanguage) (ms); Malayalam (ml); Maltese (mt); Manx (gv); Maori (mi); Marathi (mr); Marshallese (mh); Mongolian (mn); Nauru (na); Navajo; Navaho (nv); Ndebele, North; North Ndebele (nd); Ndebele, South; South Ndebele (nr); Ndonga (ng); Nepali (macrolanguage) (ne); Northern Sami (se); Norwegian Nynorsk; Nynorsk, Norwegian (nn); Norwegian (no); Occitan (post 1500) (oc); Ojibwa (oj); Oriya (macrolanguage) (or); Oromo (om); Ossetian; Ossetic (os); Pali (pi); Panjabi; Punjabi (pa); Persian (fa); Polish (pl); Portuguese (pt); Pushto; Pashto (ps); Quechua (qu); Romanian; Moldavian; Moldovan (ro); Romansh (rm); Rundi (rn); Russian (ru); Samoan (sm); Sango (sg); Sanskrit (sa); Sardinian (sc); Serbian (sr); Shona (sn); Sichuan Yi; Nuosu (ii); Sindhi (sd); Sinhala; Sinhalese (si); Slovak (sk); Slovenian (sl); Somali (so); Sotho, Southern (st); Spanish; Castilian (es); Sundanese (su); Swahili (macrolanguage) (sw); Swati (ss); Swedish (sv); Tagalog (tl); Tahitian (ty); Tajik (tg); Tamil (ta); Tatar (tt); Telugu (te); Thai (th); Tibetan (bo); Tigrinya (ti); Tonga (Tonga Islands) (to); Tsonga (ts); Tswana (tn); Turkish (tr); Turkmen (tk); Twi (tw); Uighur; Uyghur (ug); Ukrainian (uk); Urdu (ur); Uzbek (uz); Venda (ve); Vietnamese (vi); Volapük (vo); Walloon (wa); Welsh (cy); Western Frisian (fy); Wolof (wo); Xhosa (xh); Yiddish (yi); Yoruba (yo); Zhuang; Chuang (za); Zulu (zu)","false","false","false","false","false","true","HubSpot","","0%","",""
"IP Timezone","hs_ip_timezone","string","The timezone reported by a contact's IP address. This is automatically set by HubSpot and can be used for segmentation and reporting.","conversioninformation","false","","true","true","false","false","false","true","HubSpot","","6.68%","1/29/26 4:30 PM CST","IP Address Location"
"IP City","ip_city","string","The city reported by a contact's IP address. This is automatically set by HubSpot and can be used for segmentation and reporting.","conversioninformation","false","","true","true","false","false","false","true","HubSpot","Report (1)","5.69%","1/29/26 4:30 PM CST","IP Address Location"
"IP Country","ip_country","string","The country reported by a contact's IP address. This is automatically set by HubSpot and can be used for segmentation and reporting.","conversioninformation","false","","true","true","false","false","false","true","HubSpot","Report (1)","6.68%","1/29/26 4:30 PM CST","IP Address Location"
"IP Country Code","ip_country_code","string","The country code reported by a contact's IP address. This is automatically set by HubSpot and can be used for segmentation and reporting.","conversioninformation","false","","true","true","false","false","false","true","HubSpot","Report (1)","6.68%","1/29/26 4:30 PM CST","IP Address Location"
"IP State/Region","ip_state","string","The state or region reported by a contact's IP address. This is automatically set by HubSpot and can be used for segmentation and reporting.","conversioninformation","false","","true","true","false","false","false","true","HubSpot","Report (1)","6.5%","1/29/26 4:30 PM CST","IP Address Location"
"IP State Code/Region Code","ip_state_code","string","The state code or region code reported by a contact's IP address. This is automatically set by HubSpot and can be used for segmentation and reporting.","conversioninformation","false","","true","true","false","false","false","true","HubSpot","Report (1)","6.5%","1/29/26 4:30 PM CST","IP Address Location"
"Street Address","address","string","A contact's street address, including apartment or unit #","core_info","true","","false","true","false","false","false","true","HubSpot","Integration (1); Data sync mapping (1); Properties v3 card (2)","40.78%","1/29/26 2:37 PM CST","HubSpot AI"
"City","city","string","A contact's city of residence","core_info","true","","false","true","false","false","false","true","HubSpot","Form (2); Integration (1); Data sync mapping (1); Sales view (22); Properties v3 card (2)","50.87%","1/29/26 11:40 AM CST","Data Enrichment"
"Country/Region","country","string","The contact's country/region of residence. This might be set via import, form, or integration.","core_info","true","","false","false","false","false","false","true","HubSpot","Report (1); Data sync mapping (1); Sales view (16); Properties v3 card (2)","60.47%","1/29/26 11:40 AM CST","Data Enrichment"
"Create Date","createdate","datetime","The date that a contact entered the system","core_info","false","","true","true","false","false","false","true","HubSpot","Calculated property (3); Rollup property (47); Inbounddb lists (7); Automation platform flow (1); Report (136); Data sync mapping (1); Dataset (6); Sales view (90); Data highlights card (1); Association table card (1); Dashboard (3); Properties v3 card (2); Association v3 card (1)","100%","1/29/26 11:52 AM CST","Social"
"Fax Number","fax","string","A contact's primary fax number","core_info","true","","false","true","false","false","false","true","HubSpot","Data sync mapping (1)","0.8%","1/27/26 1:17 PM CST","HubSpot AI"
"Country/Region Code","hs_country_region_code","string","The contact's two-letter country code.","core_info","true","","false","false","false","false","false","true","HubSpot","Properties v3 card (2)","9.13%","1/29/26 2:23 PM CST","Data Enrichment"
"Created by user ID","hs_created_by_user_id","number","The user who created this record. This value is set automatically by HubSpot.","core_info","false","","true","true","false","true","false","true","HubSpot","Sales view (6); Properties v3 card (2)","64.02%","1/29/26 11:40 AM CST","Sales Extension"
"State/Region Code","hs_state_code","string","The contact's state or region code.","core_info","true","","false","false","false","false","false","true","HubSpot","Properties v3 card (2)","8.32%","1/29/26 2:23 PM CST","Data Enrichment"
