"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"Campaign of last booking in meetings tool","engagements_last_meeting_booked_campaign","string","This UTM parameter shows which marketing campaign (e.g. a specific email) referred an associated contact to the meetings tool for their most recent booking. This property is only populated when you add tracking parameters to your meeting link.","2_-_source_and_attribution","false","","true","true","false","false","false","true","HubSpot","Properties v3 card (1)","0%","",""
"Medium of last booking in meetings tool","engagements_last_meeting_booked_medium","string","This UTM parameter shows which channel (e.g. email) referred an associated contact to the meetings tool for their most recent booking. This property is only populated when you add tracking parameters to your meeting link.","2_-_source_and_attribution","false","","true","true","false","false","false","true","HubSpot","Properties v3 card (1)","0%","",""
"Source of last booking in meetings tool","engagements_last_meeting_booked_source","string","This UTM parameter shows which site (e.g. Twitter) referred an associated contact to the meetings tool for their most recent booking. This property is only populated when you add tracking parameters to your meeting link.","2_-_source_and_attribution","false","","true","true","false","false","false","true","HubSpot","Properties v3 card (2)","0%","",""
"First Touch Converting Campaign","hs_analytics_first_touch_converting_campaign","string","The campaign responsible for the first touch creation of the first contact associated with this company","2_-_source_and_attribution","false","","true","true","false","true","false","true","HubSpot","Properties v3 card (1)","0.61%","1/28/26 12:33 PM CST","HubSpot Calculation"
"Last Touch Converting Campaign","hs_analytics_last_touch_converting_campaign","string","The campaign responsible for the last touch creation of the first contact associated with this company","2_-_source_and_attribution","false","","true","true","false","true","false","true","HubSpot","Properties v3 card (1)","1.21%","1/28/26 12:33 PM CST","HubSpot Calculation"
"Latest Traffic Source","hs_analytics_latest_source","enumeration","Source of the last session attributed to any contacts that are associated with this company","2_-_source_and_attribution","false","Organic Search (ORGANIC_SEARCH); Paid Search (PAID_SEARCH); Email Marketing (EMAIL_MARKETING); Organic Social (SOCIAL_MEDIA); Referrals (REFERRALS); Other Campaigns (OTHER_CAMPAIGNS); Direct Traffic (DIRECT_TRAFFIC); Offline Sources (OFFLINE); Paid Social (PAID_SOCIAL); AI Referrals (AI_REFERRALS)","true","true","false","false","false","true","HubSpot","Report (1); Sales view (7); Properties v3 card (2)","66.25%","1/29/26 2:05 PM CST","HubSpot Calculation"
"Latest Traffic Source Data 1","hs_analytics_latest_source_data_1","string","Additional source details of the last session attributed to any contacts that are associated with this company","2_-_source_and_attribution","false","","true","true","false","false","false","true","HubSpot","Report (1); Properties v3 card (2)","66.25%","1/29/26 2:05 PM CST","HubSpot Calculation"
"Latest Traffic Source Data 2","hs_analytics_latest_source_data_2","string","Additional source details of the last session attributed to any contacts that are associated with this company","2_-_source_and_attribution","false","","true","true","false","false","false","true","HubSpot","Properties v3 card (2)","62.19%","1/29/26 2:06 PM CST","HubSpot Calculation"
"Original Source Type","hs_analytics_source","enumeration","Original source for the contact with the earliest activity for this company or organization","2_-_source_and_attribution","false","Organic Search (ORGANIC_SEARCH); Paid Search (PAID_SEARCH); Email Marketing (EMAIL_MARKETING); Organic Social (SOCIAL_MEDIA); Referrals (REFERRALS); Other Campaigns (OTHER_CAMPAIGNS); Direct Traffic (DIRECT_TRAFFIC); Offline Sources (OFFLINE); Paid Social (PAID_SOCIAL); AI Referrals (AI_REFERRALS)","false","true","false","false","false","true","HubSpot","Report (1); Sales view (11); Properties v3 card (2); Association v3 card (1)","70.71%","1/29/26 9:32 AM CST","Record Merge"
"Original Source Data 1","hs_analytics_source_data_1","string","Additional information about the original source for the contact with the earliest activity for this company or organization","2_-_source_and_attribution","false","","true","true","false","false","false","true","HubSpot","Report (1); Sales view (10); Properties v3 card (2)","70.48%","1/29/26 9:32 AM CST","Record Merge"
"Original Source Data 2","hs_analytics_source_data_2","string","Additional information about the original source for the contact with the earliest activity for this company or organization","2_-_source_and_attribution","false","","true","true","false","false","false","true","HubSpot","Sales view (8); Properties v3 card (2)","67.89%","1/29/26 9:32 AM CST","Record Merge"
"Record source detail 1","hs_object_source_detail_1","string","First level of detail on how this record was created.","2_-_source_and_attribution","false","","true","true","false","false","false","true","HubSpot","Inbounddb lists (1); Sales view (10); Properties v3 card (2)","46.59%","1/28/26 6:48 PM CST","HubSpot Processing"
"Record source detail 2","hs_object_source_detail_2","string","Second level of detail on how this record was created.","2_-_source_and_attribution","false","","true","true","false","false","false","true","HubSpot","Sales view (7); Properties v3 card (2)","0%","7/11/25 10:41 AM CDT","Record Merge"
"Record source detail 3","hs_object_source_detail_3","string","Third level of detail on how this record was created.","2_-_source_and_attribution","false","","true","true","false","false","false","true","HubSpot","Properties v3 card (2)","0%","7/11/25 10:41 AM CDT","Record Merge"
"Record source","hs_object_source_label","enumeration","How this record was created.","2_-_source_and_attribution","false","","true","true","false","true","false","true","HubSpot","Sales view (8); Properties v3 card (2)","77.75%","1/29/26 4:04 PM CST","CRM UI"
"Marketing attribution","linear_touch_marketing_attribution","enumeration","A workflow populates this drop-down property based on whether a contact submits an organic or paid form, or attends a marketing event after their first conversion.","2_-_source_and_attribution","false","Paid Advertisement (Paid BOFU Form); PRAYStudio PLG Ad; Website Organic (Organic BOFU Form); Live Events (Event Attendance); Instagram Outreach","false","false","false","false","false","false","Nay Luchetti","Automation platform flow (6)","6.87%","1/28/26 9:26 AM CST","Record Merge"
"Partnership Source","partnership_source","enumeration","","2_-_source_and_attribution","true","PushPay; Resi; Tebow; Other","false","false","false","false","false","false","Andrea Laurent","Automation platform flow (1); Report (5); Sales view (1); Controlling conditional field (1); Properties v3 card (1)","0.91%","1/27/26 11:32 AM CST","Record Merge"
"Close Date","closedate","datetime","The date the company or organization was closed as a customer","4_-_deal_information","false","","false","true","false","false","false","true","HubSpot","Calculated property (1); Report (3); Dataset (1); Sales view (9); Properties v3 card (1)","0.88%","1/28/26 5:05 AM CST","Workflow"
"Total open deal value","hs_total_deal_value","number","The total value, in your company's currency, of all open deals associated with this company","4_-_deal_information","false","","true","true","false","false","false","true","HubSpot","Rollup property (1); Report (5); Dataset (1); Sales view (20); Properties v3 card (2)","4.61%","1/29/26 1:51 PM CST","HubSpot Calculation"
"Recent Deal Amount","recent_deal_amount","number","The amount of the last deal closed","4_-_deal_information","false","","true","true","false","false","false","true","HubSpot","Dataset (1); Sales view (7); Properties v3 card (2)","0.75%","1/29/26 11:00 AM CST","HubSpot Calculation"
"Total Revenue","total_revenue","number","The total amount of closed won deals","4_-_deal_information","false","","true","true","false","false","false","true","HubSpot","Sales view (7); Properties v3 card (1)","0.75%","1/29/26 11:00 AM CST","HubSpot Calculation"
"Data Mining Complete","data_mining_complete","enumeration","This checkmark confirms that Data Mining efforts have been fulfilled for the company","avoma","true","Yes (true); No (false)","false","false","false","false","false","false","Andrea Laurent","Automation platform flow (1); Report (1); Properties v3 card (1)","9.19%","1/29/26 9:32 AM CST","Record Merge"
"Tracked Page Views (Last 30 Days)","hs_intent_page_views_last_30_days","number","Number of de-anonymized page views in the last 30 days","company_signals","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Intent Signals active","hs_intent_signals_enabled","bool","Indicates whether intent signal tracking is currently active for this record","company_signals","false","Yes (true); No (false)","true","false","false","false","false","true","HubSpot","","0%","",""
"Tracked Visitors (Last 30 Days)","hs_intent_visitors_last_30_days","number","Number of de-anonymized visitors in the last 30 days","company_signals","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Recent Intent Signals","hs_recent_intent_signals","enumeration","A rolling list of unique intent signal types detected for this company in the past 30 days. Each type (e.g., Visitor intent, Research intent) appears once, showing the most recent occurrence.","company_signals","false","","true","true","false","true","false","true","HubSpot","","0%","",""
"Buying Intent","combined_score_01_29_2026_8_29_am_engagement","number","","companyinformation","false","","true","true","false","false","false","true","HubSpot","Properties list card (1); Mh score configuration (1)","11.39%","1/29/26 5:56 PM CST","Migration"
"Size and Growth Signals","combined_score_01_29_2026_8_29_am_fit","number","","companyinformation","false","","true","true","false","false","false","true","HubSpot","Properties list card (1); Mh score configuration (1)","11.39%","1/29/26 4:09 PM CST","Migration"
"Product Market Fit Thresholds","combined_score_01_29_2026_8_29_am_threshold","enumeration","","companyinformation","false","A1; A2; A3; B1; B2; B3; C1; C2; C3","true","true","false","false","false","true","HubSpot","Properties list card (1); Mh score configuration (1)","11.39%","1/29/26 4:09 PM CST","Migration"
"Product Market Fit","combined_score_01_29_2026_8_29_am_total","number","","companyinformation","false","","true","true","false","false","false","true","HubSpot","Sales view (1); Properties list card (1); Mh score configuration (1)","11.39%","1/29/26 5:56 PM CST","Migration"
"Growth Priorities","growth_priorities","enumeration","What are your top priorities for ministry growth this year?
Select up to 3 that matter most.","companyinformation","true","Reaching more people beyond our current audience; Expanding to new platforms; Going global with translated content; Automating content workflows and reducing manual work; Consolidating multiple tools into one platform; Getting our team out of admin tasks and back to ministry; Improving member and donor engagement; Building or improving our mobile app; Creating recurring touchpoints with our audience; Growing our donor base and recurring giving; Proving ROI on our content and media spend; Monetizing our content or audience; Understanding who's watching/listening and how they engage; Tracking content performance across all platforms; Connecting media exposure to attendance and giving; We're exploring what's possible - show us everything; Pricing and partnership options; Not actively growing right now, just staying informed","false","false","false","false","false","false","Nay Luchetti","Form (1); Mh score configuration (1)","0%","",""
"GPS Error","hs_gps_error","string","This property specifies any error that may have occurred while geocoding a CRM object.","companyinformation","false","","true","true","false","false","false","true","HubSpot","","0.02%","1/28/26 12:01 PM CST","HubSpot Processing"
"Latitude","hs_latitude","number","A company's latitude","companyinformation","false","","true","true","false","false","false","true","HubSpot","","82.71%","1/29/26 2:24 PM CST","HubSpot Processing"
"Longitude","hs_longitude","number","A company's longitude","companyinformation","false","","true","true","false","false","false","true","HubSpot","","82.71%","1/29/26 2:24 PM CST","HubSpot Processing"
"Cumulative time in ""Churned (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_161283380","number","The cumulative time in seconds spent by the company in the 'Churned' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","0.1%","1/26/26 11:10 AM CST","Record Merge"
"Cumulative time in ""Customer (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_customer","number","The cumulative time in seconds spent by the company in the 'Customer' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","0.46%","1/26/26 1:58 PM CST","Record Merge"
"Cumulative time in ""Lead (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_lead","number","The cumulative time in seconds spent by the company in the 'Lead' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","40.3%","1/29/26 11:20 AM CST","HubSpot Calculation"
"Cumulative time in ""Marketing Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_marketingqualifiedlead","number","The cumulative time in seconds spent by the company in the 'Marketing Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","1.87%","1/28/26 12:49 PM CST","HubSpot Calculation"
"Cumulative time in ""Opportunity (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_opportunity","number","The cumulative time in seconds spent by the company in the 'Opportunity' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","8.99%","1/29/26 9:32 AM CST","Record Merge"
"Cumulative time in ""Other (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_other","number","The cumulative time in seconds spent by the company in the 'Other' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","0.37%","1/27/26 11:32 AM CST","Record Merge"
"Cumulative time in ""Sales Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_salesqualifiedlead","number","The cumulative time in seconds spent by the company in the 'Sales Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","0.38%","1/28/26 12:51 PM CST","HubSpot Calculation"
"Cumulative time in ""Subscriber (Lifecycle Stage Pipeline)""","hs_v2_cumulative_time_in_subscriber","number","The cumulative time in seconds spent by the company in the 'Subscriber' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","32.1%","1/28/26 12:32 PM CST","HubSpot Calculation"
"Date entered ""Churned (Lifecycle Stage Pipeline)""","hs_v2_date_entered_161283380","datetime","The date and time when the company entered the 'Churned' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","0.21%","1/26/26 11:10 AM CST","Record Merge"
"Date entered ""Customer (Lifecycle Stage Pipeline)""","hs_v2_date_entered_customer","datetime","The date and time when the company entered the 'Customer' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","0.84%","1/28/26 5:05 AM CST","HubSpot Calculation"
"Date entered ""Lead (Lifecycle Stage Pipeline)""","hs_v2_date_entered_lead","datetime","The date and time when the company entered the 'Lead' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","97.73%","1/29/26 4:04 PM CST","HubSpot Calculation"
"Date entered ""Marketing Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_date_entered_marketingqualifiedlead","datetime","The date and time when the company entered the 'Marketing Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","5.81%","1/29/26 11:20 AM CST","HubSpot Calculation"
"Date entered ""Opportunity (Lifecycle Stage Pipeline)""","hs_v2_date_entered_opportunity","datetime","The date and time when the company entered the 'Opportunity' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","9.76%","1/29/26 9:32 AM CST","HubSpot Calculation"
"Date entered ""Other (Lifecycle Stage Pipeline)""","hs_v2_date_entered_other","datetime","The date and time when the company entered the 'Other' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","0.49%","1/28/26 12:51 PM CST","HubSpot Calculation"
"Date entered ""Sales Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_date_entered_salesqualifiedlead","datetime","The date and time when the company entered the 'Sales Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","2.17%","1/28/26 11:13 AM CST","HubSpot Calculation"
"Date entered ""Subscriber (Lifecycle Stage Pipeline)""","hs_v2_date_entered_subscriber","datetime","The date and time when the company entered the 'Subscriber' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","32.11%","1/28/26 12:32 PM CST","HubSpot Calculation"
"Date exited ""Churned (Lifecycle Stage Pipeline)""","hs_v2_date_exited_161283380","datetime","The date and time when the company exited the 'Churned' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","0.1%","1/26/26 11:10 AM CST","Record Merge"
"Date exited ""Customer (Lifecycle Stage Pipeline)""","hs_v2_date_exited_customer","datetime","The date and time when the company exited the 'Customer' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","0.46%","1/26/26 1:58 PM CST","Record Merge"
"Date exited ""Lead (Lifecycle Stage Pipeline)""","hs_v2_date_exited_lead","datetime","The date and time when the company exited the 'Lead' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","40.3%","1/29/26 11:20 AM CST","HubSpot Calculation"
"Date exited ""Marketing Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_date_exited_marketingqualifiedlead","datetime","The date and time when the company exited the 'Marketing Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","1.87%","1/28/26 12:49 PM CST","HubSpot Calculation"
"Date exited ""Opportunity (Lifecycle Stage Pipeline)""","hs_v2_date_exited_opportunity","datetime","The date and time when the company exited the 'Opportunity' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","8.99%","1/29/26 9:32 AM CST","Record Merge"
"Date exited ""Other (Lifecycle Stage Pipeline)""","hs_v2_date_exited_other","datetime","The date and time when the company exited the 'Other' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","0.37%","1/27/26 11:32 AM CST","Record Merge"
"Date exited ""Sales Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_date_exited_salesqualifiedlead","datetime","The date and time when the company exited the 'Sales Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","0.38%","1/28/26 12:51 PM CST","HubSpot Calculation"
"Date exited ""Subscriber (Lifecycle Stage Pipeline)""","hs_v2_date_exited_subscriber","datetime","The date and time when the company exited the 'Subscriber' stage, 'Lifecycle Stage Pipeline' pipeline","companylcs","false","","true","true","false","false","false","true","HubSpot","","32.1%","1/28/26 12:32 PM CST","HubSpot Calculation"
"Latest time in ""Churned (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_161283380","number","The total time in seconds spent by the company in the 'Churned' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","companylcs","false","","true","true","false","false","false","true","HubSpot","","0.1%","1/26/26 11:10 AM CST","Record Merge"
"Latest time in ""Customer (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_customer","number","The total time in seconds spent by the company in the 'Customer' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","companylcs","false","","true","true","false","false","false","true","HubSpot","","0.46%","1/26/26 1:58 PM CST","Record Merge"
"Latest time in ""Lead (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_lead","number","The total time in seconds spent by the company in the 'Lead' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","companylcs","false","","true","true","false","false","false","true","HubSpot","","40.3%","1/29/26 11:20 AM CST","HubSpot Calculation"
"Latest time in ""Marketing Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_marketingqualifiedlead","number","The total time in seconds spent by the company in the 'Marketing Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","companylcs","false","","true","true","false","false","false","true","HubSpot","","1.87%","1/28/26 12:49 PM CST","HubSpot Calculation"
"Latest time in ""Opportunity (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_opportunity","number","The total time in seconds spent by the company in the 'Opportunity' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","companylcs","false","","true","true","false","false","false","true","HubSpot","","8.99%","1/29/26 9:32 AM CST","Record Merge"
"Latest time in ""Other (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_other","number","The total time in seconds spent by the company in the 'Other' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","companylcs","false","","true","true","false","false","false","true","HubSpot","","0.37%","1/27/26 11:32 AM CST","Record Merge"
"Latest time in ""Sales Qualified Lead (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_salesqualifiedlead","number","The total time in seconds spent by the company in the 'Sales Qualified Lead' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","companylcs","false","","true","true","false","false","false","true","HubSpot","","0.38%","1/28/26 12:51 PM CST","HubSpot Calculation"
"Latest time in ""Subscriber (Lifecycle Stage Pipeline)""","hs_v2_latest_time_in_subscriber","number","The total time in seconds spent by the company in the 'Subscriber' stage, 'Lifecycle Stage Pipeline' pipeline since it last entered this stage","companylcs","false","","true","true","false","false","false","true","HubSpot","","32.1%","1/28/26 12:32 PM CST","HubSpot Calculation"
"Street Address","address","string","The street address of the company or organization, including unit number. Powered by HubSpot Insights.","core_info","true","","false","true","false","false","false","true","HubSpot","Automation platform flow (1); Report (1); Integration (1); Data sync mapping (1); Properties v3 card (1)","74.48%","1/29/26 4:04 PM CST","Data Enrichment"
"Street Address 2","address2","string","The additional address of the company or organization. Powered by HubSpot Insights.","core_info","true","","false","true","false","false","false","true","HubSpot","","6.79%","1/29/26 9:32 AM CST","Record Merge"
"City","city","string","The city where the company is located. Powered by HubSpot Insights.","core_info","true","","false","true","false","false","false","true","HubSpot","Automation platform flow (1); Report (4); Integration (1); Data sync mapping (1); Sales view (27); Properties list card (1); Properties v3 card (4)","79.02%","1/29/26 4:04 PM CST","Data Enrichment"
"Country/Region","country","string","The country/region in which the company or organization is located.","core_info","true","","false","false","false","false","false","true","HubSpot","Inbounddb lists (1); Data sync mapping (1); Sales view (24); Properties list card (1); Properties v3 card (4)","79.33%","1/29/26 4:04 PM CST","Data Enrichment"
"Create Date","createdate","datetime","The date the company or organization was added to the database","core_info","false","","true","true","false","false","false","true","HubSpot","Calculated property (1); Rollup property (32); Report (31); Data sync mapping (1); Dataset (2); Sales view (30); Association table card (2); Dashboard (1); Properties v3 card (3); Association v3 card (1)","100%","1/29/26 4:04 PM CST","CRM UI"
"First Contact Create Date","first_contact_createdate","datetime","The date that the first contact from this company entered the system, which could pre-date the company's create date","core_info","false","","true","true","false","false","false","true","HubSpot","Dataset (2); Sales view (2); Properties v3 card (3)","67.95%","1/29/26 9:32 AM CST","Record Merge"
"Created by user ID","hs_created_by_user_id","number","The user who created this record. This value is set automatically by HubSpot.","core_info","false","","true","true","false","true","false","true","HubSpot","Properties v3 card (3)","10.28%","1/29/26 4:04 PM CST","CRM UI"
"State/Region Code","hs_state_code","string","The company's state or region code.","core_info","false","","false","false","false","false","false","true","HubSpot","Sales view (2); Properties v3 card (1)","37.22%","1/29/26 4:04 PM CST","Data Enrichment"
"Updated by user ID","hs_updated_by_user_id","number","The user who last updated this record. This value is set automatically by HubSpot.","core_info","false","","true","true","false","true","false","true","HubSpot","Properties v3 card (1)","80.95%","1/29/26 4:07 PM CST","CRM UI"
"Owner assigned date","hubspot_owner_assigneddate","datetime","The most recent timestamp of when an owner was assigned to this record. This value is set automatically by HubSpot.","core_info","false","","true","true","false","false","false","true","HubSpot","Inbounddb lists (1); Report (1); Dataset (1); Sales view (2); Properties v3 card (3)","24.38%","1/29/26 5:15 PM CST","CRM Setting"
"Company owner","hubspot_owner_id","enumeration","The owner of the company","core_info","false","","false","true","false","true","false","true","HubSpot","Inbounddb lists (7); Automation platform flow (10); Object requirement (1); Report (34); Dataset (3); Sales view (56); Properties list card (1); Properties v3 card (5)","24.38%","1/29/26 5:15 PM CST","CRM Setting"
"Is Public","is_public","bool","Indicates that the company is publicly traded. Powered by HubSpot Insights.","core_info","false","True (true); False (false)","false","true","false","false","false","true","HubSpot","","82.91%","1/29/26 4:04 PM CST","Data Enrichment"
"Phone Number","phone","string","Company primary phone number.","core_info","true","","false","true","false","false","false","true","HubSpot","Inbounddb lists (1); Object requirement (1); Integration (1); Data sync mapping (1); Dataset (2); Sales view (23); Properties v3 card (4)","61.75%","1/29/26 4:04 PM CST","Data Enrichment"
"State/Region","state","string","State or region in which the company or organization is located.","core_info","true","","false","false","false","false","false","true","HubSpot","Form (1); Automation platform flow (1); Report (4); Integration (1); Data sync mapping (1); Sales view (15); Properties list card (1); Properties v3 card (5)","81.02%","1/29/26 4:04 PM CST","Data Enrichment"
"Time Zone","timezone","string","The time zone where the company or organization is located. Powered by HubSpot Insights.","core_info","false","","false","true","false","false","false","true","HubSpot","Report (2); Properties v3 card (2)","41.16%","1/29/26 9:32 AM CST","Record Merge"
"Website URL","website","string","The main website of the company or organization. This property is used to identify unique companies. Powered by HubSpot Insights.","core_info","true","","false","true","false","false","false","true","HubSpot","Form (24); Automation platform flow (5); Report (6); Integration (1); Data sync mapping (1); Dataset (3); Sales view (15); Dependent conditional field (1); Properties list card (1); Properties v3 card (2); Controlling pipeline stage field (1)","99.76%","1/29/26 4:04 PM CST","Data Enrichment"
"Postal Code","zip","string","The postal or zip code of the company or organization. Powered by HubSpot Insights.","core_info","true","","false","true","false","false","false","true","HubSpot","Automation platform flow (1); Integration (1); Data sync mapping (1)","76.1%","1/29/26 4:04 PM CST","Data Enrichment"
"Which channels does your ministry use to share its message? (inactive)","are_you_currently_broadcasting_your_content_on_tv__radio__or_other_paid_streaming_services_multiple","enumeration","Property used to qualify contact.","discontinued","true","Paid TV or Radio Broadcast; Paid Digital Streaming (e.g., Roku, YouTube Ads); Podcasting; On Multiple Outlets (Yes, on multiple outlets); None yet (false); Others [HIDDEN]","false","false","false","false","false","false","Nay Luchetti","Form (5); Inbounddb lists (1); Automation platform flow (4); Report (2); Sales view (10); Pipeline object tag (2); Properties v3 card (1); Mh score configuration (1)","0.59%","1/26/26 11:10 AM CST","Record Merge"
